basis	functional	molecule	path	cp2k_version	cp2k_revision	program_ended_count	geo_completed	geo_energy_au	property_energy_au	vibration_energy_au	last_energy_au	dipole_x_debye	dipole_y_debye	dipole_z_debye	dipole_total_debye	polar_xx_ang3	polar_yy_ang3	polar_zz_ang3	polar_xy_ang3	polar_xz_ang3	polar_yz_ang3	polar_mean_ang3	frequency_count	min_frequency_cm1	imaginary_frequency_count
DZVP	ADMM	BaF	DZVP/ADMM/BaF.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-49.632825354973946	-49.63590191270534		-49.63590191270534	1e-08	1e-08	-4.07578964	4.07578964	24.780933013711	24.780933013706	16.349760254992	1.3e-11	-1.4416e-08	-1.8404e-08	21.970542094136334	2	-1.0	0
DZVP	ADMM	BaF2	DZVP/ADMM/BaF2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-73.9194465742368	-73.92517180087721		-73.92517180087721	-3e-08	5.2e-06	7.85473825	7.85473825	5.651588780521	2.720606928001	3.975683399188	2.800937e-06	-1.734e-09	2.691e-08	4.11595970257	4	-1.0	0
DZVP	ADMM	BaH2	DZVP/ADMM/BaH2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-26.50501630151374	-26.505471343516668		-26.505471343516668	1e-08	4e-08	6.57124527	6.57124527	8.94101079543	5.847424253771	8.05894698711	7.131e-09	1.287e-09	1.1129e-08	7.615794012103667	4	-1.0	0
DZVP	ADMM	BaO	DZVP/ADMM/BaO.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-41.37733384014807	-41.38050767703691		-41.38050767703691	-4e-08	-4e-08	-8.11784268	8.11784268	3.050619162896	3.050619162897	10.595318327331	-0.0	-1.706826e-06	-1.439128e-06	5.565518884374666	2	-1.0	0
DZVP	ADMM	BaS	DZVP/ADMM/BaS.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-35.62732975113022	-35.627678244847246		-35.627678244847246	2e-08	-8e-08	-10.44753105	10.44753105	5.673795771393	5.673795771394	18.996276363209	-1e-12	-6.23532e-07	2.471742e-06	10.114622635332	2	-1.0	0
DZVP	ADMM	Be2F4	DZVP/ADMM/Be2F4.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-126.36504838413146	-126.37491729020195		-126.37491729020195	-1.1e-07	1e-08	-3.2e-07	3.4e-07	4.108224578531	2.65264507068	2.425618523265	-6.06e-10	-2.73e-10	-2.4e-11	3.0621627241586666	16	-1.0	0
DZVP	ADMM	Be2H4	DZVP/ADMM/Be2H4.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-31.621275263842858	-31.621184301544893		-31.621184301544893	1e-08	0.0	-9.6e-07	9.6e-07	3.115750133293	2.996110745003	4.347876757421	-0.0	3.17e-10	1e-12	3.4865792119056667	16	-1.0	0
DZVP	ADMM	Be4	DZVP/ADMM/Be4.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-58.367944016852185	-58.36783786383377		-58.36783786383377	5e-08	3.6e-07	-7e-08	3.7e-07	14.382097710442	14.380228617923	14.382097036401	-3.09387e-07	-4.2878e-08	-1.071403e-06	14.381474454922	8	-1.0	0
DZVP	ADMM	BeC2H6	DZVP/ADMM/BeC2H6.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-29.58841458466816	-29.58830137372134		-29.58830137372134	-1e-08	2e-08	-1e-08	2e-08	4.251540861639	6.229353264732	4.251514420117	-8.9462e-08	-9.6e-10	3.36e-10	4.910802848829333	28	-163.278222	2
DZVP	ADMM	BeH2	DZVP/ADMM/BeH2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-15.784641670138987	-15.784599114019693		-15.784599114019693	-0.0	-0.0	0.0	0.0	1.894684182088	1.894684182088	1.672965743037	-0.0	0.0	0.0	1.8207780357376666	6	-1.0	0
DZVP	ADMM	BeS	DZVP/ADMM/BeS.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-24.786409352358362	-24.7863969694062		-24.7863969694062	-0.0	1e-08	-5.57850297	5.57850297	4.320390981831	4.320390981831	7.089591349545	0.0	-1.9496e-08	8.3745e-08	5.243457771069	2	-1.0	0
DZVP	ADMM	BiCl6-	DZVP/ADMM/BiCl6-.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-95.64143778509595	-95.64143702524511		-95.64143702524511	-38.42563555	-38.42563605	-38.42563363	66.55515226	19.237222710059	19.237222670591	19.237126914823	-2.0719e-08	-1.5502e-08	3.8287e-08	19.237190765157667	20	-1.0	0
DZVP	ADMM	BiF	DZVP/ADMM/BiF.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-29.60118373169293	-29.60405835404936		-29.60405835404936	-1e-08	-2e-08	-3.49838875	3.49838875	3.928898817518	4.365205099296	5.706381372921	-0.091068201661	-1.8268e-08	7.8163e-08	4.666828429911667	2	-1.0	0
DZVP	ADMM	BiF3	DZVP/ADMM/BiF3.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-78.09570494822147	-78.1063661139583		-78.1063661139583	0.16013764	-0.03831152	5.36325888	5.36578583	5.420207764693	5.455240608184	4.714263895615	-0.020924577213	-0.012282772689	-0.004647912386	5.196570756164	8	-1.0	0
DZVP	ADMM	BiH3	DZVP/ADMM/BiH3.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-7.209465384935623	-7.20950765705143		-7.20950765705143	9.16e-06	-0.0	0.47029396	0.47029396	5.527818491836	5.527801948511	5.351350247584	-7.9e-11	8.268474e-06	2.41e-10	5.468990229310333	8	-1.0	0
DZVP	ADMM	BiO2	DZVP/ADMM/BiO2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-37.33701297036685	-37.342382996674154		-37.342382996674154	1.07415761	-0.43770343	5.04521331	5.17683071	7.910795094554	4.029308258551	6.076559899063	-0.005127660774	0.05039801416	-0.178162969162	6.005554417389334	4	-1.0	0
DZVP	ADMM	Br2	DZVP/ADMM/Br2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-26.912139305444043	-26.91215667552001		-26.91215667552001	-0.0	-0.0	0.0	0.0	2.720671486907	2.720671486908	7.607850903476	1e-12	-2.546e-09	4.575e-09	4.3497312924303335	2	-1.0	0
DZVP	ADMM	BrCl	DZVP/ADMM/BrCl.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-28.429187891937055	-28.429194393428908		-28.429194393428908	-4e-08	2e-08	-0.62533835	0.62533835	2.35543438415	2.355434384151	6.305489933941	0.0	1.19779e-07	-6.537e-08	3.672119567414	2	-1.0	0
DZVP	ADMM	BrO4-	DZVP/ADMM/BrO4-.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-77.20266169420582	-77.2132856135353		-77.2132856135353	-31.22082738	-31.22082799	-31.22082629	54.076059	5.644496398024	5.644496433331	5.644470439386	-1.291138e-06	2.23146e-07	-2.78177e-07	5.644487756913667	12	-1.0	0
DZVP	ADMM	C2H2	DZVP/ADMM/C2H2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-12.456594625037935	-12.45789545659525		-12.45789545659525	-1e-08	-1e-08	1e-07	1e-07	1.586332433401	1.586332433401	4.184374801957	0.0	6.3874e-08	-1.14073e-07	2.452346556253	10	-1.0	0
DZVP	ADMM	C2H3N	DZVP/ADMM/C2H3N.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-22.926724073133492	-22.92919292329371		-22.92919292329371	-1.57747496	1.35291373	1.1e-07	2.07817295	4.068847715135	2.432078453742	4.514940679192	0.086840313308	2.1908e-07	-6.0061e-08	3.671955616023	16	-1.0	0
DZVP	ADMM	C2H4	DZVP/ADMM/C2H4.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-13.714147462069436	-13.714875108267693		-13.714875108267693	9e-08	2.27e-06	-0.0	2.27e-06	2.684804969948	4.525405079701	1.848518411059	8.852894e-06	-2.9339e-08	2.518e-09	3.0195761535693335	16	-1.0	0
DZVP	ADMM	C2H6	DZVP/ADMM/C2H6.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-14.952199924326361	-14.95248088320616		-14.95248088320616	-2.47e-06	1.51e-06	-4.97e-06	5.75e-06	2.984135534757	2.984153108525	3.769326848954	-1.342229e-06	-5.1457e-08	-1.6915324e-05	3.245871830745333	24	-1.0	0
DZVP	ADMM	C4H4	DZVP/ADMM/C4H4.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-24.915242014792774	-24.917571477998706		-24.917571477998706	3.1e-07	-3.82e-06	3.63e-06	5.28e-06	5.005336735827	5.005337228821	5.00534081496	-5.35265e-07	8.33779e-07	-1.38855e-07	5.005338259869333	24	-1.0	0
DZVP	ADMM	C6H6	DZVP/ADMM/C6H6.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-37.6482737873188	-37.651612902290644		-37.651612902290644	-2.36e-06	-1.18e-06	0.0	2.64e-06	10.325979071832	10.325730687991	4.274885294836	-7.39408e-07	4.868e-09	1.466e-09	8.308865018219667	40	-1.0	0
DZVP	ADMM	CF4	DZVP/ADMM/CF4.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-102.43315493176142	-102.44800705338427		-102.44800705338427	6.571e-05	0.00014406	0.00030848	0.00034675	2.372636054074	2.372628213216	2.372656242333	4.6895076e-05	2.5880985e-05	1.3856003e-05	2.3726401698743333	12	-1.0	0
DZVP	ADMM	CH2O	DZVP/ADMM/CH2O.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-22.834788485358363	-22.837497122423326		-22.837497122423326	-1.504e-05	2.55559417	2e-08	2.55559417	1.797890853418	2.788979197248	1.254446806649	3.5722768e-05	-4.1236e-08	4.8964e-08	1.947105619105	8	-1.0	0
DZVP	ADMM	CH2O2	DZVP/ADMM/CH2O2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-38.73049718527928	-38.73590773797784		-38.73590773797784	-0.01189396	-0.00426421	2.63801207	2.63804233	2.327489096145	2.504672896027	2.988432994289	0.457713479014	-0.000790217014	0.002102930785	2.606864995487	12	-1.0	0
DZVP	ADMM	CH3N	DZVP/ADMM/CH3N.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-17.360353995148206	-17.36188482600621		-17.36188482600621	1.59255675	1.45076583	-2e-08	2.15428839	2.299440450494	3.694914780783	1.572366157041	-0.040658503553	3.733e-09	-3.5705e-08	2.5222404627726664	12	-1.0	0
DZVP	ADMM	CH3OH	DZVP/ADMM/CH3OH.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-24.0567320900497	-24.0585784703995		-24.0585784703995	-0.98855646	-1.48626802	-5e-08	1.78500322	2.761461777113	2.235673338411	2.002424161143	-0.077283161627	-9.023e-09	8.7e-09	2.3331864255556667	16	-1.0	0
DZVP	ADMM	CH4	DZVP/ADMM/CH4.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-8.07537543663615	-8.075450370617148		-8.075450370617148	-4.967e-05	0.00010362	2.518e-05	0.00011764	1.749939786518	1.74993946565	1.749939972245	-3.366525e-06	-1.5392541e-05	7.296011e-06	1.7499397414709998	12	-1.0	0
DZVP	ADMM	CO	DZVP/ADMM/CO.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-21.644877592261736	-21.648069649713587		-21.648069649713587	0.0	0.0	0.03397262	0.03397262	1.358850394813	1.358850394813	2.112423879525	-0.0	-1.17699e-07	-2.30757e-07	1.6100415563836667	2	-1.0	0
DZVP	ADMM	CO2	DZVP/ADMM/CO2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-37.694987067965435	-37.70151906298605		-37.70151906298605	5e-08	2e-08	2.023e-05	2.023e-05	1.313353902981	1.313353902981	3.676739374506	-0.0	4.45e-10	-1.11869e-07	2.101149060156	6	-1.0	0
DZVP	ADMM	CS2	DZVP/ADMM/CS2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-26.08992214182659	-26.090328697898507		-26.090328697898507	-0.0	0.0	-0.0001185	0.0001185	3.124237102441	3.124237102441	12.31155226438	-0.0	9.1666e-08	2.1919e-08	6.186675489753999	6	-1.0	0
DZVP	ADMM	CaCl2	DZVP/ADMM/CaCl2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-60.87691987556726	-60.91098471233574		-60.91098471233574	2.9e-07	8.02e-06	-0.00088242	0.00088246	5.421574392414	5.421574394187	11.37983779667	-2.3e-11	5.137e-09	1.37516e-07	7.407662194423666	4	-223.579486	1
DZVP	ADMM	CaF2	DZVP/ADMM/CaF2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-79.18609550555033	-79.26093581631015		-79.26093581631015	-1.12e-05	4.839e-05	1.16e-05	5.101e-05	3.313604933145	3.313605666472	5.245074123342	-6.14e-10	-1.12002e-07	1.377371e-06	3.9574282409863337	4	-663.065846	1
DZVP	ADMM	CaH2	DZVP/ADMM/CaH2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-31.63695227578228	-31.65191794200405		-31.65191794200405	-1.07984947	-1.64310594	-2.08096812	2.86291815	9.179483818865	8.647288592402	8.081352278841	-0.615273580699	-0.779285517826	-1.186087687652	8.636041563369334	4	-1.0	0
DZVP	ADMM	CdF2	DZVP/ADMM/CdF2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-95.0956562305449	-95.12000068139884		-95.12000068139884	-5.3e-07	1.7e-07	1.2e-07	5.7e-07	2.81512145464	2.815121454638	4.776439419936	-0.0	4.0994e-08	-2.1073e-08	3.468894109738	4	-366.789875	1
DZVP	ADMM	CdMe2	DZVP/ADMM/CdMe2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-61.63218488338378	-61.64008330864519		-61.64008330864519	-0.00452194	-0.00034761	2.248e-05	0.00453533	6.017024741884	6.016965587482	10.616134677593	-1.7212335e-05	0.005662723542	-0.0002483975	7.550041668986332	28	-3.086235	1
DZVP	ADMM	Cl2	DZVP/ADMM/Cl2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-29.945898173410157	-29.945894166991266		-29.945894166991266	0.0	0.0	0.0	0.0	1.997611999247	1.997611999213	5.192861204533	1.29e-10	-1.0983e-08	6.962e-09	3.062695067664333	2	-1.0	0
DZVP	ADMM	ClF	DZVP/ADMM/ClF.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-39.09149732425059	-39.09350403517788		-39.09350403517788	-2e-08	-3.6e-07	-1.0051184	1.0051184	1.268072557165	1.268072557137	2.844306125229	-0.0	-3.9244e-08	-8.99024e-07	1.7934837465103335	2	-1.0	0
DZVP	ADMM	CoCl3	DZVP/ADMM/CoCl3.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-189.19444865418774	-189.1946927382916		-189.1946927382916	-0.00234031	0.00249682	-0.00878313	0.00942626	12.418120723746	12.418444814681	4.289139413822	0.004106368963	0.104747598895	-0.018507228129	9.708568317416333	8	-436.77951	1
DZVP	ADMM	CoF3	DZVP/ADMM/CoF3.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-216.73169974594347	-216.74194510448922		-216.74194510448922	0.06442723	0.01751871	0.05128656	0.08419076	4.770455156234	4.861714668125	2.084649469647	0.018628600655	0.000676254819	0.000179541858	3.905606431335334	8	-1.0	0
DZVP	ADMM	CrCO6	DZVP/ADMM/CrCO6.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-215.5409111595123	-215.5637769502888		-215.5637769502888	4.04e-06	2.1e-06	6.9e-07	4.6e-06	17.408809602485	17.408809863896	17.408727856334	-6.2444e-08	8.0083e-08	-1.695e-08	17.408782440905	44	-1.0	0
DZVP	ADMM	CsF	DZVP/ADMM/CsF.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-44.418852690132475	-44.42070337543538		-44.42070337543538	-1e-07	1.3e-07	8.01228586	8.01228586	3.040831542582	3.040831268157	5.827333196328	-0.0	-5.8552e-08	7.5487e-08	3.9696653356889997	2	-1.0	0
DZVP	ADMM	CsH	DZVP/ADMM/CsH.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-20.716747620911317	-20.71681757881497		-20.71681757881497	-2e-08	1e-08	-6.84663985	6.84663985	6.537331635005	6.537331635001	11.363902527546	-0.0	8.18e-09	-3.845e-09	8.146188599183999	2	-1.0	0
DZVP	ADMM	CsO	DZVP/ADMM/CsO.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-36.112903199836	-36.11410558396307		-36.11410558396307	-0.6637946	0.29441421	7.70404286	7.73818967	3.901286138768	3.896956957907	5.978664332622	-0.006176418212	-0.179441055342	0.079896721533	4.592302476432334	2	-1.0	0
DZVP	ADMM	Cu2	DZVP/ADMM/Cu2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-96.45723057440826	-96.47453561911402		-96.47453561911402	0.0	-0.0	-5e-07	5e-07	6.894784693763	6.894784693763	13.897882962815	1e-12	8.3e-09	-1.218e-09	9.229150783447	2	-1.0	0
DZVP	ADMM	Cu2O	DZVP/ADMM/Cu2O.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-112.42509987687302	-112.45306902056817		-112.45306902056817	2.9e-07	-1e-08	-3.95968674	3.95968674	11.193633507938	6.259840608201	6.771962065395	1.119e-09	-1.1056695e-05	6.78532e-07	8.075145393844666	4	-1.0	0
DZVP	ADMM	Cu2S	DZVP/ADMM/Cu2S.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-106.72558598706566	-106.73557531964813		-106.73557531964813	1e-08	0.0	-4.44481876	4.44481876	12.713657649184	7.298246957562	10.051450510004	-1e-12	4.312e-09	-1.473e-09	10.021118372250001	4	-1.0	0
DZVP	ADMM	CuCN	DZVP/ADMM/CuCN.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-63.7865727790786	-63.806452248153875		-63.806452248153875	-4.77e-06	5.44e-06	-6.89523861	6.89523861	3.736071316636	3.736071317594	7.650467617612	-9e-12	1.6950063e-05	-1.9504267e-05	5.0408700839473335	4	-1.0	0
DZVP	ADMM	CuCl	DZVP/ADMM/CuCl.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-63.25963145310388	-63.2643169492307		-63.2643169492307	5e-08	4e-08	-4.7838097	4.7838097	3.85033263028	3.850332630282	6.257195611069	0.0	-3.248e-08	-2.8688e-08	4.652620290543667	2	-1.0	0
DZVP	ADMM	CuF	DZVP/ADMM/CuF.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-72.40021640696433	-72.42461223357645		-72.42461223357645	-8.646e-05	-6.033e-05	-5.01645212	5.01645212	2.906993011192	2.906993039595	3.218935867102	2.048e-09	0.000159470674	0.00011256365	3.010973972629667	2	-1.0	0
DZVP	ADMM	CuH	DZVP/ADMM/CuH.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-48.79414840539641	-48.801666547888146		-48.801666547888146	-1.5e-07	3e-08	-2.35847604	2.35847604	3.542533108152	3.542533108152	4.433406097474	-0.0	3.6434e-08	-7.238e-09	3.8394907712593334	2	-1.0	0
DZVP	ADMM	F2	DZVP/ADMM/F2.results	CP2K version 9.0 (Development Version)	git:403ef05	3	True	-48.194038296331534	-48.20229099369544		-48.20229099369544	-0.0	-0.0	0.0	0.0	0.529357905902	0.529357905904	1.680737164923	0.0	1.141811e-06	4.40627e-07	0.913150992243	2	-1.0	0
